MCT_NM,OP_YMD,ADDR,pk
도리스,20210308,제주 제주시 연동 272-21번지,1682
도리화과,20180814,제주 제주시 오라이동 696-7번지 1층,1683
도립,20180810,제주 제주시 구좌읍 행원리 1428번지,1684
도마도숯불갈비,20190711,제주 제주시 삼도일동 519-7번지 1층,1685
도마소리쿠킹스튜디오,20200131,제주 제주시 애월읍 하귀1리 119-4번지 부용빌딩 1층,1686
도미,20230511,제주 서귀포시 안덕면 사계리 747-9번지 101호,1687
도미노피자  제주노형점,20100311,제주 제주시 연동 260-44번지,1688
도미노피자 제주서귀포점,20161103,제주 서귀포시 서호동 1230-1번지,1689
도미노피자 제주이도점,20150121,제주 제주시 아라이동 3012-10번지 1층,1690
도미노피자 제주화북점,20160219,제주 제주시 화북일동 1023-6번지,1691
도민상회월정점,20170927,제주 제주시 구좌읍 행원리 1537-20번지 1층,1692
도브다이브,20210812,제주 제주시 이도이동 1025-4번지 1층,1693
도새기1982,20180517,제주 서귀포시 동홍동 117-11번지 1층,1694
도새기1982 신서귀포점,20210208,제주 서귀포시 법환동 735번지,1695
도새기1982중문점,20230706,제주 서귀포시 중문동 1627번지 1층,1696
도새기상회,20150904,제주 서귀포시 성산읍 고성리 1113-3번지 1층,1697
도세기집,20171211,제주 제주시 일도이동 71-17번지,1698
도시어부,20180329,제주 제주시 노형동 1050-4번지 1층,1699
도시어부횟집,20201116,제주 서귀포시 서홍동 290-20번지 1층,1700
도시정원,20220415,제주 서귀포시 색달동 2532-1번지,1701
도야짬뽕 제주외도점,20231120,제주 제주시 외도이동 1924-7번지 1층,1702
도어스,20181029,제주 제주시 이도이동 1179-3번지,1703
도연식당,20191127,제주 제주시 일도이동 392-13번지 1층,1704
도연이네그집,20200330,제주 제주시 이도이동 403번지,1705
도우미식당,20060908,제주 서귀포시 남원읍 하례리 1639-1번지,1706
도우보이 주식회사(Dough Boy co. Ltd),20230316,제주 제주시 구좌읍 송당리 351-5번지 1층,1707
도원유통,20010223,제주 제주시 노형동 916-4번지 1층,1708
도원춘,20050914,제주 제주시 한림읍 한림리 1350-1번지,1709
도진식당,20160818,제주 제주시 연동 1507-11번지,1710
도치돌가든,20020704,제주 제주시 애월읍 어음리 2472-1번지,1711
도토리키친본점,20200721,제주 제주시 삼도이동 1158-1번지 1층,1712
도톰,20220105,제주 제주시 조천읍 함덕리 4152-4번지 1층,1713
도톰애월,20230316,제주 제주시 애월읍 하귀2리 2622-3번지 1층,1714
도톰애월,20230927,제주 제주시 애월읍 하귀2리 2622-3번지,1715
도희네해장국,20140804,제주 서귀포시 안덕면 서광리 956-4번지,1716
도희도,20230504,제주 제주시 도두이동 1645번지 1층,1717
독개물항,20090701,제주 제주시 한림읍 옹포리 593-1번지 595호,1718
독고집,20191213,제주 서귀포시 성산읍 고성리 316-12번지,1719
독도는우리땅,20131030,제주 제주시 연동 293-59번지,1720
독불장군,20230316,제주 제주시 일도이동 380-2번지 1층,1721
독새기김밥,20220411,제주 제주시 봉개동 1943번지 1층,1722
돈가,20040625,제주 제주시 연동 303-41번지,1723
돈가네우가네,20190416,제주 서귀포시 동홍동 499-6번지 1층,1724
돈가마당,20151006,제주 제주시 이도이동 408-13번지,1725
돈가마을,20120904,제주 서귀포시 회수동 973-2번지 돈가마을,1726
돈게도라,20200604,제주 제주시 연동 294-61번지,1727
돈고팡,20170207,제주 제주시 도두이동 698번지 1층,1728
돈고팡산방산점,20190131,제주 서귀포시 안덕면 사계리 1935번지,1729
돈구어,20140319,제주 제주시 구좌읍 세화리 3642-5번지 1층,1730
돈국수표선점,20220603,제주 서귀포시 표선면 표선리 40-32번지,1731
돈글래,20231113,제주 서귀포시 대정읍 하모리 648-2번지,1732
돈까스가있는풍경,20170412,제주 제주시 노형동 742-3번지,1733
돈까스송셉,20181031,제주 제주시 조천읍 함덕리 산 14-58번지 2층,1734
돈꼬집,20210112,제주 서귀포시 강정동 167-7번지 1층,1735
돈꿀꺽,20200818,제주 제주시 애월읍 소길리 155-121번지 1층,1736
돈나무,20170914,제주 제주시 연동 265-2번지,1737
돈날개,20210927,제주 제주시 도남동 74-5번지 1층,1738
돈내코 숯불갈비,20220418,제주 제주시 이도이동 1068-11번지,1739
돈내코손두부,20130702,제주 서귀포시 상효동 1403-9번지,1740
돈내코숯불갈비,20231113,제주 제주시 연동 256-10번지 1층,1741
돈내코장원식당,20170323,제주 서귀포시 상효동 1300-12번지,1742
돈놓고돈먹기,20170125,제주 제주시 이도이동 271-1번지 1층,1743
돈누리,20130816,제주 제주시 노형동 760-4번지 1층,1744
돈다발,20091224,제주 서귀포시 성산읍 성산리 196-2번지,1745
돈도칸연동흑돼지,20230320,제주 제주시 연동 275-1번지 1층,1746
돈돼오식당,20180703,제주 제주시 노형동 930-9번지,1747
돈돼지흑돼지가든,20190711,제주 서귀포시 표선면 표선리 840번지 1층,1748
돈둥지,20141124,제주 서귀포시 서귀동 279-1번지,1749
돈드림,20050513,제주 제주시 조천읍 함덕리 960-8번지 1층,1750
돈떵이,20120711,제주 제주시 연동 274-39번지,1751
돈떵이서부두점,20220119,제주 제주시 건입동 1435-2번지 2층 4호,1752
돈떵이용담점,20200710,제주 제주시 용담이동 931-7번지,1753
돈뜨레흑돼지제주공항점,20230112,제주 제주시 용담삼동 1003-5번지 1층,1754
돈뜰,20180911,제주 제주시 한경면 저지리 2883번지 1층,1755
돈마니,20230614,제주 제주시 애월읍 어음리 3627-1번지 1층,1756
돈마루2호점,20151124,제주 제주시 노형동 2517-8번지,1757
돈만땅,20170103,제주 제주시 화북일동 1965-4번지,1758
돈만석,20180214,제주 제주시 이도일동 1260-37번지 이도일동,1759
돈맨삽겹하귀점,20201103,제주 제주시 애월읍 하귀2리 1386-4번지 1층,1760
돈명가,20150112,제주 제주시 도남동 183-1번지 1층,1761
돈물국수,20111128,제주 제주시 건입동 1090-1번지,1762
돈바당,20210916,제주 서귀포시 표선면 표선리 1-2번지 1층 돈바당,1763
돈방석탑동점,20120913,제주 제주시 조천읍 함덕리 4153-12번지 1층,1764
돈배락정육식당,20200814,제주 제주시 화북일동 1005-1번지 1층,1765
돈백,20210310,제주 제주시 노형동 920-16번지 2층,1766
돈백꽃본점,20210409,제주 제주시 이도이동 408-14번지 제동빌딩,1767
돈백꽃서귀포점,20230410,제주 서귀포시 서귀동 315-8번지 1층,1768
돈백꽃신제주점,20231219,제주 제주시 연동 281-13번지 1층,1769
돈벨롱,20230321,제주 서귀포시 안덕면 사계리 2147-4번지 1층,1770
돈보따리생생갈비,20091102,제주 제주시 연동 261-66번지,1771
돈보리,20161117,제주 서귀포시 표선면 성읍리 1018-4번지,1772
돈본가,20200910,제주 제주시 이도이동 410-1번지 1층,1773
돈본날,20170106,제주 서귀포시 동홍동 643-7번지,1774
돈블랙,20190807,제주 서귀포시 서귀동 255-13번지,1775
돈블럭,20230313,제주 서귀포시 회수동 980번지 1층,1776
돈블링65,20221230,제주 제주시 이호일동 648-6번지,1777
돈사돈,20060113,제주 제주시 노형동 3086-3번지 1층,1778
돈사돈  월정점,20190312,제주 제주시 구좌읍 한동리 1437-1번지 1층,1779
돈사돈 중문점,20140922,제주 서귀포시 중문동 1884-7번지,1780
돈사돈 한림협재점,20230306,제주 제주시 한림읍 동명리 709-3번지,1781
돈사돈2호점,20210224,제주 제주시 노형동 2470번지,1782
돈사돈선산점,20231106,제주 서귀포시 성산읍 성산리 234-12번지,1783
돈사무소,20171012,제주 제주시 이도이동 1997-11번지 1층,1784
돈사무소 노형점,20230728,제주 제주시 노형동 2615-10번지 1층,1785
돈사무소노형점,20201006,제주 제주시 노형동 2615-10번지 1층,1786
돈사빠,20210629,제주 서귀포시 대정읍 보성리 465-14번지 1층,1787
돈사촌외도점,20170123,제주 제주시 외도일동 125-8번지 1층,1788
돈사향서귀포점,20200518,제주 서귀포시 서귀동 295-27번지 1층,1789
돈삼겹노형뜨란채점,20191220,제주 제주시 노형동 2527-6번지 1층,1790
돈삼겹노형점,20230802,제주 제주시 연동 265-3번지 1층,1791
돈삼겹삼화3호점,20170626,제주 제주시 삼양이동 2176-12번지 1층,1792
돈삼겹삼화점,20161223,제주 제주시 화북일동 1005-3번지 1층,1793
돈삼겹아라점,20230904,제주 제주시 아라일동 6090-1번지,1794
돈삼겹외도점,20171220,제주 제주시 외도일동 532-4번지 1층,1795
돈삼겹직영5호점,20201102,제주 제주시 이도이동 1952-2번지 지하1층,1796
돈삼겹하귀점,20180420,제주 제주시 애월읍 하귀1리 161-6번지 1층,1797
돈삼겹한라점,20190925,제주 제주시 연동 1526-1번지 1층,1798
돈삼촌,20150407,제주 제주시 일도이동 162-13번지,1799
돈삼춘,20170728, ,1800
돈세상,20200319,제주 제주시 이도이동 314-6번지 1층,1801
돈셰프흑돼지,20211126,제주 제주시 애월읍 신엄리 2734-1번지 1층,1802
돈소금,20230616,제주 제주시 이도일동 1709-8번지 1층,1803
돈수르,20230907,제주 서귀포시 표선면 세화리 1540-12번지 1층,1804
돈수육,20191029,제주 서귀포시 서호동 1231-8번지 1층,1805
돈순이,20180521,제주 서귀포시 남원읍 신흥리 161-1번지 1층,1806
돈앤바당,20230830,제주 제주시 노형동 1236-6번지 노형동,1807
돈앤삼겹,20191118,제주 제주시 연동 1953-11번지 연동,1808
돈앤삼겹,20230613,제주 제주시 연동 1953-11번지 1층,1809
돈앤삼겹삼도점,20230421,제주 제주시 삼도일동 701-8번지 1층,1810
돈앤삼겹하귀점,20230804,제주 제주시 애월읍 하귀2리 1386-4번지 1층,1811
돈앤정,20220530,제주 제주시 이도이동 1148-16번지 1층,1812
돈야탑촌본점,20170908,제주 제주시 외도일동 642-12번지 1층,1813
돈야탑촌일도점,20111207,제주 제주시 이도이동 1957-10번지,1814
돈어길,20210401,제주 서귀포시 대정읍 구억리 831-11번지 C동 1층,1815
돈오름숯불갈비,20170919,제주 제주시 연동 282-29번지 1층,1816
돈와랑,20211119,제주 제주시 한경면 저지리 3002번지 1층,1817
돈우랑,20230323,제주 제주시 일도이동 354-30번지 1층,1818
돈육오(돈65),20220516,제주 서귀포시 중문동 2461-2번지,1819
돈이랑,20150331,제주 서귀포시 색달동 2182번지 1층,1820
돈이랑 성산점,20230927,제주 서귀포시 성산읍 고성리 331-2번지,1821
돈이랑성산점,20170620,제주 서귀포시 성산읍 고성리 331-2번지,1822
돈이랑정육점식당,20190708,제주 서귀포시 중문동 2446번지 1층,1823
돈자루,20170302,제주 제주시 노형동 1051-1번지,1824
돈장군,20110422,제주 서귀포시 대정읍 하모리 1089-30번지,1825
돈줄,20210610,제주 제주시 일도이동 986-32번지 1층,1826
돈지식당,19990619,제주 서귀포시 대정읍 하모리 770-24번지,1827
돈짬제주시청점,20210317,제주 제주시 이도이동 1772-8번지 2층,1828
돈짬화북점,20211230,제주 제주시 화북일동 1964-21번지,1829
돈짱,20140701,제주 제주시 도두일동 2541번지,1830
돈치비,20160624,제주 제주시 노형동 1층,1831
돈치킨 서부점,20230410,제주 제주시 한림읍 귀덕리 1836-3번지 1층,1832
돈치킨모슬포점,20230411,제주 서귀포시 대정읍 상모리 4095-4번지 102호,1833
돈파스타정원,20160607,제주 제주시 애월읍 고내리 344-2번지,1834
돈풍,20070503,제주 제주시 노형동 915-10번지,1835
돈풍년,20100902,제주 제주시 아라이동 3012-9번지,1836
돈피치,20230630,제주 제주시 도두일동 2627-5번지 천마에코피아 102호,1837
돈하루방,20141219,제주 제주시 이도일동 1249-2번지 1층,1838
돈하르방,20150407,제주 서귀포시 서귀동 ,1839
돈항아리  숯불구이,20050510,제주 제주시 일도이동 132-17번지,1840
돈해상,20191101,제주 제주시 한림읍 귀덕리 970번지 1층,1841
돈해야,20181130,제주 제주시 용담삼동 985번지 1동 2층,1842
돈향기,20100820,제주 제주시 건입동 1384번지,1843
돈후명가,20201021,제주 제주시 연동 273-18번지,1844
돌갱이네집,20200902,제주 제주시 한림읍 협재리 2447-39번지,1845
돌다메,20130925,제주 제주시 외도일동 413-5번지 1층,1846
돌담길괴기집,20190322,제주 제주시 애월읍 곽지리 1621-1번지 곽지리,1847
돌담땅콩국수,20210719,제주 제주시 애월읍 애월리 2008-6번지 1층,1848
돌담땅콩국수,20230220,제주 제주시 애월읍 애월리 2008-6번지 1층,1849
돌담아구찜,20151116,제주 제주시 도남동 97-1번지 1층,1850
돌담애 성산 흑돼지,20230918,제주 서귀포시 성산읍 고성리 224-16번지 1층,1851
돌담애분식,20200226,제주 제주시 이도이동 1974-5번지 지하1층,1852
돌담위에흑돼지,20190408,제주 제주시 애월읍 신엄리 963-3번지 1층,1853
돌담집,20230712,제주 서귀포시 서귀동 507-1번지 2층,1854
돌담칼국수,20230214,제주 서귀포시 표선면 표선리 40-44번지 1층,1855
돌담칼국수 세화점,20220406,제주 제주시 구좌읍 세화리 1-15번지,1856
돌담통닭,20210415,제주 제주시 구좌읍 세화리 1-15번지 1층,1857
돌담흑돼지 주식회사,20220523,제주 제주시 연동 273-35번지 2층,1858
돌담흑돼지 중문,20220520,제주 서귀포시 색달동 2272-1번지,1859
돌돌이,20160527,제주 서귀포시 동홍동 1929-7번지,1860
돌돌이숯불갈비,20230811,제주 제주시 연동 322-3번지 1층,1861
돌빌레,20210129,제주 제주시 애월읍 구엄리 603번지,1862
돌빌레,20231011,제주 제주시 애월읍 구엄리 603번지 1층,1863
돌섬,20110801,제주 서귀포시 성산읍 오조리 367-5번지,1864
돌아온  놀부네,20100426,제주 제주시 도남동 907-8번지,1865
돌아온놀부네,20180320,제주 서귀포시 서호동 1469-8번지 돌아온놀부네,1866
돌아온무한조개,20180611,제주 제주시 이도이동 408-8번지 2층,1867
