AREA_NM,New_ADDR,Old_ADDR
수월봉,제주특별자치도 제주시 한경면 고산리 3760,제주특별자치도 제주시 한경면 고산리 3760
수월봉 지질트레일,제주특별자치도 제주시 한경면 노을해안로 1013-70,제주특별자치도 제주시 한경면 고산리 3762
수월이못,제주특별자치도 서귀포시 대정읍 안성리 1747,제주특별자치도 서귀포시 대정읍 안성리 1747
순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24,제주특별자치도 제주시 한경면 용수리 2410
숨도(석부작박물관),제주특별자치도 서귀포시 일주동로 8941 (호근동),제주특별자치도 서귀포시 호근동 569-2
숫모르편백나무숲길,제주특별자치도 제주시 516로 2596,제주특별자치도 제주시 용강동 산14-1
쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,제주특별자치도 서귀포시 색달동 3039-1
쉼터마을 유수암리 농어촌체험마을,제주특별자치도 제주시 애월읍 유수암평화길 14,제주특별자치도 제주시 애월읍 유수암리 1892-1
스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도 제주시 구좌읍 송당리 2303-3
스위트몽키,제주특별자치도 제주시 한경면 산양6길 6-9,제주특별자치도 제주시 한경면 청수리 3306-8
스위트호텔 아로마,제주특별자치도 서귀포시 중문관광로72번길 67,제주특별자치도 서귀포시 색달동 2812-10
스쿠버스쿨,제주특별자치도 제주시 서해안로 301,제주특별자치도 제주시 도두이동 1669-3
스타빌,제주특별자치도 서귀포시 안덕면 광평로 34-154,제주특별자치도 서귀포시 안덕면 광평리 산31-1
스프링데일CC,제주특별자치도 서귀포시 남원읍 서성로 459번지,제주특별자치도 서귀포시 남원읍 위미리 4625
시크릿가든촬영지,제주특별자치도 서귀포시 중문관광로 198 (중문동),제주특별자치도 서귀포시 중문동 2563-1
신대산전망대,제주특별자치도 제주시 추자면 예초리,제주특별자치도 제주시 추자면 예초리
신대해안,제주특별자치도 제주시 추자면 예초리 77,제주특별자치도 제주시 추자면 예초리 77
신도포구,제주특별자치도 서귀포시 대정읍 신도리,제주특별자치도 서귀포시 대정읍 신도리
신비의도로,제주특별자치도 제주시 1100로 2894-63,제주특별자치도 제주시 노형동 289-15
신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,제주특별자치도 제주시 노형동 187-3
신산공원,제주특별자치도 제주시 신산로 92-12,제주특별자치도 제주시 일도이동 885
신산신양해안도로 (해산물),제주특별자치도 서귀포시 성산읍 고성리,제주특별자치도 서귀포시 성산읍 고성리
신산환해장성,제주특별자치도 서귀포시 성산읍 신산리,제주특별자치도 서귀포시 성산읍 신산리
신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2
신양포구,제주특별자치도 서귀포시 성산읍 고성리,제주특별자치도 서귀포시 성산읍 고성리
신양항(하추자항),제주특별자치도 제주시 추자면 신양리,제주특별자치도 제주시 추자면 신양리
신양해안도로,제주특별자치도 서귀포시 성산읍 신고로,제주특별자치도 서귀포시 성산읍 고성리
신엄포구,제주특별자치도 제주시 애월읍 애월해안로,제주특별자치도 제주시 애월읍 신엄리
신창~차귀해안도로,제주특별자치도 제주시 한경면 한경해안로 470,제주특별자치도 제주시 한경면 신창리 1353-1
신창리포구,제주특별자치도 제주시 한경면 신창리,제주특별자치도 제주시 한경면 신창리
신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,제주특별자치도 제주시 한경면 신창리 1322-1
신천리 벽화마을,제주특별자치도 서귀포시 성산읍 신천리,제주특별자치도 서귀포시 성산읍 신천리
신천리(용궁올레),제주특별자치도 서귀포시 표선면 신천리,제주특별자치도 서귀포시 표선면 신천리
신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,제주특별자치도 서귀포시 성산읍 신풍리 500-1
신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산24
신화테마파크,서귀포시 안덕면 신화역사로304번길 98,제주특별자치도 서귀포시 안덕면 서광리 산35-16
신효 생활개선회,제주특별자치도 서귀포시 효돈순환로 44,제주특별자치도 서귀포시 신효동 240
신효베스트마을,제주특별자치도 서귀포시 일주동로 8190,제주특별자치도 서귀포시 신효동 890-2
신흥2리 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,제주특별자치도 서귀포시 남원읍 신흥리 1759-2
신흥리 동백 & 향나무길,제주특별자치도 서귀포시 남원읍 수망리 59,제주특별자치도 서귀포시 남원읍 수망리 59
심헌갤러리,제주특별자치도 제주시 아란14길 3,제주특별자치도 제주시 아라일동 6075-3
싱계물 공원,제주 제주시 한경면 신창리 1322-1,제주 제주시 한경면 신창리 1322-1
쌍용굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487
썬플라워의원,제주특별자치도 제주시 한림읍 금능남로 127,제주특별자치도 제주시 한림읍 협재리 2838
씨에스호텔 프라이빗스파,제주특별자치도 서귀포시 중문관광로 198,제주특별자치도 서귀포시 중문동 2563-1
아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,제주특별자치도 제주시 구좌읍 세화리 2593
아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46,제주특별자치도 제주시 해안동 2463
아라고나이트 온천(디아넥스호텔),제주특별자치도 서귀포시 안덕면 산록남로762번길 71,제주특별자치도 서귀포시 안덕면 상천리 380-7
아라리오뮤지엄동문모텔1,제주특별자치도 제주시 산지로 37-5,제주특별자치도 제주시 일도일동 1159
아라리오뮤지엄동문모텔2,제주특별자치도 제주시 산지로 23,제주특별자치도 제주시 건입동 1140-1
아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,명제주특별자치도 제주시 탑동로 14
아르떼뮤지엄,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503 아르떼뮤지엄
아름다운피부과,"제주특별자치도 제주시 도령로 5 명은빌딩 2,3,5,7층",제주특별자치도 제주시 노형동 1296-5
아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,제주특별자치도 제주시 구좌읍 송당리 산 164-1
아이리스촬영지(하얀등대),제주특별자치도 서귀포시 표선면,제주특별자치도 서귀포시 표선면
아이스뮤지엄,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동 1320
아일랜드에프,"제주특별자치도 서귀포시 성산읍 성산등용로 112-7, 2층",제주특별자치도 서귀포시 성산읍 성산리 347-9
아침미소목장,제주특별자치도 제주시 첨단동길 160-20,제주특별자치도 제주시 월평동 155
아침한의원,제주특별자치도 제주시 한림읍 한림중앙로 31,제주특별자치도 제주시 한림읍 한림리 1197-1
아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3
아프리카박물관,제주특별자치도 서귀포시 이어도로 49,제주특별자치도 서귀포시 대포동 1833
아홉굿마을 낙천리 농어촌체험마을,한경면 낙수로 97,제주특별자치도 제주시 한경면 낙천리 1913
"안녕, 상이 친구들",제주특별자치도 제주시 아란7길 47,제주특별자치도 제주시 아라일동 6050-1
안덕계곡,제주특별자치도 서귀포시 안덕면 일주서로 1524,제주특별자치도 서귀포시 안덕면 감산리 359-1
안덕면 사계어촌계,제주특별자치도 서귀포시 안덕면 형제해안로 20,제주특별자치도 서귀포시 안덕면 사계리 2147
안돌오름,제주특별자치도 제주시 구좌읍 송당리 산 66-2,제주특별자치도 제주시 구좌읍 송당리 산 66-2
"안세미 (명도오름,明道岳)",제주특별자치도 제주시 봉개동 산2,제주특별자치도 제주시 봉개동 산2
알뜨르비행장,제주특별자치도 서귀포시 대정읍 상모리 1670,제주특별자치도 서귀포시 대정읍 상모리 1670
"알밤(알바매기, 알밤오름)",제주특별자치도 제주시 조천읍 선흘남4길 229,제주특별자치도 제주시 조천읍 선흘리 산60
알오름(성산읍),제주특별자치도 서귀포시 성산읍 시흥상동로,제주특별자치도 서귀포시 성산읍 시흥리
알오름(표선면),제주특별자치도 서귀포시 표선면 토산리 산 11,제주특별자치도 서귀포시 표선면 토산리 산 11
알작지해변,제주특별자치도 제주시 테우해안로 60,제주특별자치도 제주시 내도동 475
알제이,제주특별자치도 제주시 한경면 고산로 13-4 2F,제주특별자치도 제주시 한경면 고산리 3453-14
알진오름(안친오름),제주특별자치도 제주시 구좌읍 송당리 880-1,제주특별자치도 제주시 구좌읍 송당리 880-1
알프스승마장포니,제주특별자치도 서귀포시 표선면 서성일로 73,제주특별자치도 서귀포시 표선면 성읍리 475
앙데팡당,제주특별자치도 제주시 애월읍 신엄안3길 136-5,제주특별자치도 제주시 애월읍 신엄리 2838
앙리젤,제주특별자치도 제주시 노형12길 23,제주특별자치도 제주시 노형동 3784-12
애월 하물,제주특별자치도 제주시 애월읍 애월로11길 6,제주특별자치도 제주시 애월읍 애월리 1727-4
애월 한담 카약,제주 제주시 애월읍 애월로1길 25,제주특별자치도 제주시 애월읍 애월리 2540
애월스쿠버다이빙스쿨,제주특별자치도 제주시 애월읍 애월로13길 45,제주특별자치도 제주시 애월읍 애월리 1737-10
애월연대,제주특별자치도 제주시 애월읍 애월리 1975,제주특별자치도 제주시 애월읍 애월리 1975
애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,제주특별자치도 제주시 애월읍 곽지리 1359
애월해안도로,제주특별자치도 제주시 애월읍 애월해안로,제주특별자치도 제주시 애월읍 애월리
애월환해장성,제주특별자치도 제주시 애월읍 애월로3길 60,제주특별자치도 제주시 애월읍 애월리 1957
액트(AC.lll.T) 볼링장,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,제주특별자치도 서귀포시 안덕면 서광리 산35-16
액티브파크,제주특별자치도 제주시 한림읍 금능남로 76,제주특별자치도 제주시 한림읍 금능리 2225
약천사,제주특별자치도 서귀포시 이어도로 293-28,제주특별자치도 서귀포시 대포동 1161
약천사 템플스테이,제주특별자치도 서귀포시 이어도로 293-28 (대포동),제주특별자치도 서귀포시 대포동 1161
어리목계곡,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 해안동 산220-13
어린이교통공원,제주특별자치도 제주시 명림로 437 (봉개동 4.3 공원 맞은편),제주특별자치도 제주시 봉개동 237-18
어승생,제주특별자치도 제주시 해안동 1100도로 555번지 (해안동 산220-12번지),명제주특별자치도 제주시 해안마을7다길 9
어영공원,제주특별자치도 제주시 서해안로 452 (맞은편 공원),제주특별자치도 제주시 용담삼동 2396
엄바위장승,제주특별자치도 제주시 추자면 예초리 332,제주특별자치도 제주시 추자면 예초리 332
