,pk,AREA_NM,New_ADDR,Old_ADDR
552,552,세화항,제주특별자치도 제주시 구좌읍 세화리,제주특별자치도 제주시 구좌읍 세화리
553,553,세화해변,제주특별자치도 제주시 구좌읍 해녀박물관길 27,제주특별자치도 제주시 구좌읍 세화리 1-1
554,554,세화해안도로,제주특별자치도 제주시 구좌읍 구좌로,제주특별자치도 제주시 구좌읍 평대리
555,555,소남머리,제주특별자치도 서귀포시 칠십리로 145,제주특별자치도 서귀포시 서귀동 70
556,556,소라의성,제주특별자치도 서귀포시 칠십리로214번길 17-17,제주특별자치도 서귀포시 동홍동 234-8
557,557,소병악 (족은오름),제주특별자치도 서귀포시 안덕면 상창리 산 2-1,제주특별자치도 서귀포시 안덕면 상창리 산 2-1
558,558,소수산봉(족은물뫼),제주특별자치도 서귀포시 성산읍 고성리 887,제주특별자치도 서귀포시 성산읍 고성리 887
559,559,소암현중화기념관,제주특별자치도 서귀포시 소암로 15,제주특별자치도 서귀포시 서귀동 157-1 소암현중화기념관
560,560,소인국테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,제주특별자치도 서귀포시 안덕면 서광리 725
561,561,소정방폭포,제주특별자치도 서귀포시 칠십리로214번길 17-17,제주특별자치도 서귀포시 동홍동 234-8
562,562,소천지,제주특별자치도 서귀포시 칠십리로485번길 2,제주특별자치도 서귀포시 보목동 1637-17
563,563,손방둥이,제주특별자치도 제주시 진군남2길 10-4 101호 손방둥이,제주특별자치도 제주시 노형동 1553
564,564,손지오름,제주특별자치도 제주시 구좌읍 종달리 산 52,제주특별자치도 제주시 구좌읍 종달리 산 52
565,565,솔담한방병원,제주특별자치도 제주시 1100로 3055,제주특별자치도 제주시 노형동 241-1
566,566,솔동산8경,제주특별자치도 서귀포시 서귀동 솔동산로,제주특별자치도 서귀포시 서귀동
567,567,송계순집터,제주특별자치도 서귀포시 대정읍 안성리 1681-1,제주특별자치도 서귀포시 대정읍 안성리 1681-1
568,568,송당리,제주특별자치도 제주시 구좌읍 중산간동로 2218-3,제주특별자치도 제주시 구좌읍 송당리 1366
569,569,송당본향당,제주특별자치도 제주시 구좌읍 송당리,제주특별자치도 제주시 구좌읍 송당리
570,570,송당승마장,제주특별자치도 제주시 구좌읍 번영로 2015,제주특별자치도 제주시 구좌읍 송당리 2573-2
571,571,송령이골,제주특별자치도 서귀포시 남원읍 한신로143번길 99,제주특별자치도 서귀포시 남원읍 의귀리 1975
572,572,송악산,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131
573,573,송악산 진지동굴,제주특별자치도 서귀포시 대정읍 상모리,제주특별자치도 서귀포시 대정읍 상모리
574,574,송악산둘레길,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131
575,575,송악카트체험장,제주특별자치도 서귀포시 대정읍 송악관광로 404,제주특별자치도 서귀포시 대정읍 상모리 139
576,576,송악힐링풋스킨,제주특별자치도 서귀포시 대정읍 송악관광로 399,제주특별자치도 서귀포시 대정읍 상모리 141
577,577,송죽사터,제주특별자치도 서귀포시 대정읍 안성리,제주특별자치도 서귀포시 대정읍 안성리
578,578,쇠소깍,제주특별자치도 서귀포시 쇠소깍로 128,제주특별자치도 서귀포시 하효동 995
579,579,쇠소깍제트,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),제주특별자치도 서귀포시 하효동 999
580,580,쇠소깍해변,제주특별자치도 서귀포시 하효동,제주특별자치도 서귀포시 하효동
581,581,쇠와꽃 승마장,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 88-17,제주특별자치도 서귀포시 성산읍 고성리 354-1
582,582,수목원테마공원(야시장길&LED공원),제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동 1320
583,583,수목원테마파크,제주특별자치도 제주시 은수길 69 (연동),제주특별자치도 제주시 연동 1320
584,584,수산저수지,제주특별자치도 제주시 애월읍 수산리 1,제주특별자치도 제주시 애월읍 수산리 1
585,585,수악 (물오름),제주특별자치도 서귀포시 남원읍 516로 1042,제주특별자치도 서귀포시 남원읍 하례리 산10
586,586,수월봉,제주특별자치도 제주시 한경면 고산리 3760,제주특별자치도 제주시 한경면 고산리 3760
587,587,수월봉 지질트레일,제주특별자치도 제주시 한경면 노을해안로 1013-70,제주특별자치도 제주시 한경면 고산리 3762
588,588,수월이못,제주특별자치도 서귀포시 대정읍 안성리 1747,제주특별자치도 서귀포시 대정읍 안성리 1747
589,589,순례자의교회,제주특별자치도 제주시 한경면 일주서로 3960-24,제주특별자치도 제주시 한경면 용수리 2410
590,590,숨도(석부작박물관),제주특별자치도 서귀포시 일주동로 8941 (호근동),제주특별자치도 서귀포시 호근동 569-2
591,591,숫모르편백나무숲길,제주특별자치도 제주시 516로 2596,제주특별자치도 제주시 용강동 산14-1
592,592,쉬리의언덕,제주특별자치도 서귀포시 중문관광로72번길 114,제주특별자치도 서귀포시 색달동 3039-1
593,593,쉼터마을 유수암리 농어촌체험마을,제주특별자치도 제주시 애월읍 유수암평화길 14,제주특별자치도 제주시 애월읍 유수암리 1892-1
594,594,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도 제주시 구좌읍 송당리 2303-3
595,595,스위트몽키,제주특별자치도 제주시 한경면 산양6길 6-9,제주특별자치도 제주시 한경면 청수리 3306-8
596,596,스위트호텔 아로마,제주특별자치도 서귀포시 중문관광로72번길 67,제주특별자치도 서귀포시 색달동 2812-10
597,597,스쿠버스쿨,제주특별자치도 제주시 서해안로 301,제주특별자치도 제주시 도두이동 1669-3
598,598,스타빌,제주특별자치도 서귀포시 안덕면 광평로 34-154,제주특별자치도 서귀포시 안덕면 광평리 산31-1
599,599,스프링데일CC,제주특별자치도 서귀포시 남원읍 서성로 459번지,제주특별자치도 서귀포시 남원읍 위미리 4625
600,600,시크릿가든촬영지,제주특별자치도 서귀포시 중문관광로 198 (중문동),제주특별자치도 서귀포시 중문동 2563-1
601,601,신대산전망대,제주특별자치도 제주시 추자면 예초리,제주특별자치도 제주시 추자면 예초리
602,602,신대해안,제주특별자치도 제주시 추자면 예초리 77,제주특별자치도 제주시 추자면 예초리 77
603,603,신도포구,제주특별자치도 서귀포시 대정읍 신도리,제주특별자치도 서귀포시 대정읍 신도리
604,604,신비의도로,제주특별자치도 제주시 1100로 2894-63,제주특별자치도 제주시 노형동 289-15
605,605,신비의도로카트체험장,제주특별자치도 제주시 노형동 187-3,제주특별자치도 제주시 노형동 187-3
606,606,신산공원,제주특별자치도 제주시 신산로 92-12,제주특별자치도 제주시 일도이동 885
607,607,신산신양해안도로 (해산물),제주특별자치도 서귀포시 성산읍 고성리,제주특별자치도 서귀포시 성산읍 고성리
608,608,신산환해장성,제주특별자치도 서귀포시 성산읍 신산리,제주특별자치도 서귀포시 성산읍 신산리
609,609,신양섭지해수욕장,제주특별자치도 서귀포시 성산읍 섭지코지로 107,제주특별자치도 서귀포시 성산읍 고성리 127-2
610,610,신양포구,제주특별자치도 서귀포시 성산읍 고성리,제주특별자치도 서귀포시 성산읍 고성리
611,611,신양항(하추자항),제주특별자치도 제주시 추자면 신양리,제주특별자치도 제주시 추자면 신양리
612,612,신양해안도로,제주특별자치도 서귀포시 성산읍 신고로,제주특별자치도 서귀포시 성산읍 고성리
613,613,신엄포구,제주특별자치도 제주시 애월읍 애월해안로,제주특별자치도 제주시 애월읍 신엄리
614,614,신창~차귀해안도로,제주특별자치도 제주시 한경면 한경해안로 470,제주특별자치도 제주시 한경면 신창리 1353-1
615,615,신창리포구,제주특별자치도 제주시 한경면 신창리,제주특별자치도 제주시 한경면 신창리
616,616,신창풍차해안도로,제주특별자치도 제주시 한경면 신창리 1322-1,제주특별자치도 제주시 한경면 신창리 1322-1
617,617,신천리 벽화마을,제주특별자치도 서귀포시 성산읍 신천리,제주특별자치도 서귀포시 성산읍 신천리
618,618,신천리(용궁올레),제주특별자치도 서귀포시 표선면 신천리,제주특별자치도 서귀포시 표선면 신천리
619,619,신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,제주특별자치도 서귀포시 성산읍 신풍리 500-1
620,620,신화워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산24
621,621,신화테마파크,서귀포시 안덕면 신화역사로304번길 98,제주특별자치도 서귀포시 안덕면 서광리 산35-16
622,622,신효 생활개선회,제주특별자치도 서귀포시 효돈순환로 44,제주특별자치도 서귀포시 신효동 240
623,623,신효베스트마을,제주특별자치도 서귀포시 일주동로 8190,제주특별자치도 서귀포시 신효동 890-2
624,624,신흥2리 동백마을,제주특별자치도 서귀포시 남원읍 한신로531번길 22-1,제주특별자치도 서귀포시 남원읍 신흥리 1759-2
625,625,신흥리 동백 & 향나무길,제주특별자치도 서귀포시 남원읍 수망리 59,제주특별자치도 서귀포시 남원읍 수망리 59
626,626,심헌갤러리,제주특별자치도 제주시 아란14길 3,제주특별자치도 제주시 아라일동 6075-3
627,627,싱계물 공원,제주 제주시 한경면 신창리 1322-1,제주 제주시 한경면 신창리 1322-1
628,628,쌍용굴(한림공원),제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487
629,629,썬플라워의원,제주특별자치도 제주시 한림읍 금능남로 127,제주특별자치도 제주시 한림읍 협재리 2838
630,630,씨에스호텔 프라이빗스파,제주특별자치도 서귀포시 중문관광로 198,제주특별자치도 서귀포시 중문동 2563-1
631,631,아끈다랑쉬,제주특별자치도 제주시 구좌읍 세화리 2593,제주특별자치도 제주시 구좌읍 세화리 2593
632,632,아날로그감귤밭,제주특별자치도 제주시 해안마을8길 46,제주특별자치도 제주시 해안동 2463
633,633,아라고나이트 온천(디아넥스호텔),제주특별자치도 서귀포시 안덕면 산록남로762번길 71,제주특별자치도 서귀포시 안덕면 상천리 380-7
634,634,아라리오뮤지엄동문모텔1,제주특별자치도 제주시 산지로 37-5,제주특별자치도 제주시 일도일동 1159
635,635,아라리오뮤지엄동문모텔2,제주특별자치도 제주시 산지로 23,제주특별자치도 제주시 건입동 1140-1
636,636,아라리오뮤지엄탑동시네마,제주특별자치도 제주시 삼도2동 1261-8,명제주특별자치도 제주시 탑동로 14
637,637,아르떼뮤지엄,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503 아르떼뮤지엄
638,638,아름다운피부과,"제주특별자치도 제주시 도령로 5 명은빌딩 2,3,5,7층",제주특별자치도 제주시 노형동 1296-5
639,639,아부오름,제주특별자치도 제주시 구좌읍 송당리 산 164-1,제주특별자치도 제주시 구좌읍 송당리 산 164-1
640,640,아이리스촬영지(하얀등대),제주특별자치도 서귀포시 표선면,제주특별자치도 서귀포시 표선면
